# R,G,B per-pixel dark offset
1119.59,1442.19,1159.94
1120.08,1442.37,1160.42
1119.62,1442.07,1160.27
1119.44,1442.19,1160.63
1119.34,1442.03,1160.27
1119.95,1442.45,1161.04
1119.59,1443.04,1160.04
1119.61,1442.79,1160.59
1123.28,1455.38,1160.00
1119.16,1442.33,1160.99
1119.97,1441.91,1159.80
1119.93,1442.42,1160.36
1120.08,1442.45,1159.90
1119.73,1442.31,1160.02
1119.93,1442.27,1160.09
1119.97,1442.80,1160.17
1119.71,1444.66,1161.07
1119.42,1442.37,1160.18
1119.43,1442.43,1160.48
1119.69,1442.59,1159.89
1119.96,1442.60,1160.44
1119.69,1442.41,1160.32
1120.16,1442.80,1160.24
1120.26,1442.01,1159.98
1120.09,1442.27,1160.16
1122.68,1442.61,1160.04
1119.84,1442.38,1160.94
1119.97,1443.04,1159.85
1119.33,1442.29,1159.98
1119.68,1442.15,1160.28
1119.22,1442.83,1159.83
1119.93,1442.00,1159.89
1119.53,1442.83,1160.70
1119.61,1442.15,1160.92
1119.58,1444.87,1160.29
1119.85,1442.42,1159.97
1119.24,1442.56,1159.62
1119.39,1442.47,1160.01
1119.85,1442.65,1159.86
1119.14,1442.67,1160.47
1119.38,1442.94,1159.92
1119.52,1442.66,1160.63
1119.71,1442.22,1160.67
1119.65,1442.84,1160.27
1119.93,1442.74,1160.17
1119.75,1442.72,1159.99
1119.17,1442.19,1159.98
1119.87,1442.21,1160.00
1119.37,1442.19,1160.44
1119.49,1442.54,1159.94
1119.06,1442.02,1159.94
1119.86,1442.11,1159.97
1119.30,1442.42,1160.08
1119.63,1442.84,1160.99
1119.67,1442.19,1160.15
1120.04,1442.21,1160.15
1119.02,1442.28,1160.26
1119.71,1443.19,1160.04
1119.50,1442.93,1160.11
1119.34,1442.53,1160.07
1120.10,1442.58,1160.30
1119.63,1442.32,1160.36
1119.10,1442.28,1160.52
1119.57,1442.82,1160.38
1120.00,1442.41,1159.60
1119.75,1442.09,1160.14
1119.81,1441.91,1160.15
1119.27,1442.10,1160.37
1119.59,1442.46,1160.37
1119.77,1444.05,1160.11
1119.65,1442.39,1160.14
1119.88,1442.12,1162.48
1119.46,1442.30,1159.88
1120.32,1442.86,1160.11
1119.69,1442.32,1160.20
1119.41,1442.12,1159.51
1119.83,1442.46,1160.08
1119.75,1442.29,1160.11
1119.94,1442.26,1160.52
1119.30,1442.37,1160.06
1119.99,1442.70,1160.00
1119.45,1442.02,1159.69
1119.56,1442.51,1160.40
1120.66,1442.38,1159.41
1119.33,1442.63,1159.84
1119.54,1441.70,1160.53
1119.54,1442.33,1160.60
1120.59,1442.66,1160.47
1119.21,1442.37,1160.83
1119.82,1442.84,1160.11
1119.55,1442.31,1163.26
1119.19,1442.67,1160.69
1120.59,1442.38,1160.41
1119.65,1442.50,1160.67
1119.60,1442.49,1160.38
1120.55,1441.81,1160.66
1119.80,1441.98,1160.27
1119.50,1446.62,1160.22
1119.47,1442.55,1160.67
1119.24,1441.95,1160.18
1120.86,1442.28,1159.74
1121.76,1442.33,1160.25
1119.17,1442.21,1159.95
1119.77,1442.60,1159.64
1119.61,1442.05,1162.25
1119.70,1441.86,1160.43
1120.05,1442.60,1159.91
1119.85,1442.22,1160.13
1119.75,1442.86,1160.76
1119.51,1442.29,1160.50
1119.18,1442.53,1160.17
1120.28,1442.70,1160.35
1119.17,1442.89,1160.10
1120.26,1443.18,1160.68
1119.69,1441.76,1160.29
1119.99,1442.49,1160.75
1119.13,1442.76,1159.99
1119.65,1442.36,1160.26
1119.64,1442.20,1160.16
1120.01,1442.35,1160.22
1119.58,1442.90,1160.88
1119.10,1442.70,1160.39
1119.73,1442.24,1160.44
1119.77,1444.22,1160.15
1119.34,1442.86,1159.92
1120.06,1442.62,1160.19
1119.58,1442.54,1159.56
1119.89,1442.07,1160.34
1119.82,1441.94,1160.25
1119.16,1442.62,1160.16
1120.29,1442.44,1159.95
1119.47,1442.41,1160.14
1119.17,1442.64,1160.31
1119.24,1442.24,1159.85
1119.68,1444.11,1160.13
1119.38,1442.33,1160.26
1119.50,1442.65,1160.47
1119.58,1442.81,1159.92
1119.68,1442.19,1160.41
1119.22,1442.07,1159.74
1119.73,1442.24,1160.16
1119.62,1442.10,1161.77
1119.62,1442.53,1160.12
1120.01,1442.14,1160.41
1119.86,1442.12,1159.80
1119.63,1442.42,1160.10
1120.25,1442.18,1160.20
1119.01,1443.07,1160.32
1119.99,1442.74,1160.27
1119.81,1442.20,1160.06
1120.05,1442.77,1159.94
1120.23,1442.49,1160.66
1119.39,1442.97,1160.45
1119.81,1442.20,1159.96
1119.57,1442.66,1161.19
1119.98,1441.97,1161.08
1123.54,1442.05,1160.04
1119.17,1442.32,1160.16
1119.13,1442.61,1160.05
1120.24,1442.47,1161.01
1119.46,1442.57,1160.56
1119.42,1442.53,1160.55
1119.52,1442.47,1160.35
1119.36,1442.58,1159.80
1121.70,1444.28,1161.02
1120.38,1442.36,1159.70
1119.79,1444.22,1160.33
1119.50,1442.45,1160.44
1122.57,1442.27,1160.52
1119.81,1443.02,1160.44
1119.73,1442.57,1160.61
1119.77,1442.05,1159.82
1121.77,1442.45,1160.32
1120.21,1443.67,1160.98
1119.41,1442.20,1159.75
1119.77,1442.12,1162.48
1119.49,1442.42,1160.19
1119.83,1442.26,1160.25
1119.38,1442.22,1159.67
1119.66,1442.25,1159.72
1119.77,1442.11,1160.71
1120.21,1442.58,1160.50
1120.00,1442.39,1160.08
1119.62,1442.15,1160.93
1119.09,1442.45,1159.96
1119.87,1442.40,1160.30
1119.73,1444.42,1160.17
1119.35,1442.69,1160.10
1119.51,1442.78,1160.45
1119.69,1443.03,1160.83
1119.29,1442.07,1160.97
1119.73,1442.66,1159.94
1119.60,1442.05,1160.28
1119.81,1442.19,1160.36
1119.39,1442.60,1160.00
1119.50,1442.32,1159.94
1119.26,1442.09,1160.48
1119.38,1441.91,1160.50
1119.54,1442.04,1159.95
1119.30,1442.64,1159.95
1119.15,1442.43,1159.82
1119.52,1442.24,1166.95
1119.94,1442.72,1160.66
1119.53,1442.22,1160.14
1119.30,1442.24,1159.86
1119.38,1442.40,1159.84
1119.83,1442.21,1160.09
1119.31,1442.20,1160.51
1119.51,1442.83,1159.96
1119.26,1441.85,1160.17
1119.35,1442.05,1159.86
1119.65,1442.34,1160.00
1120.22,1441.56,1160.09
1119.64,1442.20,1161.57
1123.86,1442.11,1160.66
1119.39,1442.53,1160.22
1119.62,1442.14,1160.25
1119.54,1442.28,1160.27
1119.63,1448.40,1160.50
1121.86,1442.01,1160.04
1119.16,1442.63,1159.91
1119.67,1442.47,1163.58
1120.16,1442.87,1160.28
1120.34,1442.27,1160.38
1119.79,1442.49,1160.53
1119.67,1442.23,1160.90
1119.08,1441.77,1159.95
1119.54,1443.02,1160.22
1119.82,1442.58,1160.42
1119.51,1442.28,1159.87
1119.24,1443.20,1159.78
1119.68,1442.67,1160.22
1119.30,1442.22,1159.63
1119.40,1442.28,1160.26
1119.43,1442.42,1160.14
1119.97,1442.18,1160.37
1119.60,1442.95,1160.32
1119.30,1442.50,1159.31
1119.71,1442.01,1160.43
1119.73,1442.86,1159.89
1119.31,1442.07,1162.45
1119.53,1443.35,1159.48
1119.52,1442.23,1160.15
1119.83,1442.05,1160.40
1119.70,1442.46,1160.40
1119.57,1442.17,1160.46
1120.10,1442.38,1160.46
1120.67,1442.89,1159.95
1119.46,1442.45,1160.52
1119.13,1442.60,1160.13
1119.81,1442.67,1159.80
1119.46,1441.85,1160.65
1119.74,1442.00,1159.75
1119.50,1442.58,1162.36
1119.96,1442.24,1161.83
1120.62,1442.17,1160.88
1119.99,1442.69,1160.12
1119.28,1442.28,1159.97
1119.70,1443.60,1160.05
1120.03,1442.75,1160.10
1119.67,1442.59,1159.84
1119.53,1442.24,1160.28
1119.63,1441.85,1159.68
1119.34,1445.76,1160.56
1122.12,1442.27,1160.30
1119.70,1442.20,1160.32
1119.50,1442.03,1159.99
1120.74,1442.42,1159.92
1119.26,1442.26,1160.34
1120.32,1442.43,1160.64
1119.73,1442.48,1160.29
1120.15,1442.20,1160.58
1119.04,1442.13,1160.14
1119.29,1442.75,1160.12
1119.78,1443.77,1159.97
1119.42,1442.33,1160.59
1120.10,1442.62,1160.83
1119.28,1442.79,1159.97
1119.73,1442.66,1161.56
1123.07,1442.21,1161.61
1119.15,1442.10,1160.87
1119.55,1442.15,1159.70
1119.31,1442.69,1159.71
1119.85,1442.19,1160.25
1119.41,1442.42,1160.16
1119.42,1442.27,1159.76
1119.15,1443.05,1160.13
1120.06,1441.99,1159.94
1119.63,1441.69,1159.70
1120.11,1442.73,1159.94
1119.13,1442.19,1161.06
1119.88,1442.47,1160.10
1118.69,1442.06,1159.97
1119.76,1442.12,1160.24
1120.24,1442.06,1160.00
1119.82,1442.34,1160.22
1126.11,1442.36,1160.06
1119.37,1442.16,1159.55
1119.79,1442.72,1160.36
1119.81,1441.98,1159.89
1119.19,1442.49,1160.42
1119.38,1442.48,1160.38
1119.80,1441.51,1160.18
1119.90,1442.85,1160.12
1119.53,1442.33,1163.30
1119.43,1442.05,1161.30
1119.70,1442.16,1159.87
1119.52,1441.94,1160.43
1119.50,1442.60,1160.03
1119.81,1441.79,1160.17
1119.60,1442.23,1164.64
1119.90,1445.07,1159.46
1119.72,1443.36,1160.17
1119.29,1442.32,1160.32
1119.34,1442.44,1160.01
1119.31,1442.33,1160.85
1119.24,1442.24,1160.54
1119.41,1442.85,1160.20
1119.76,1442.38,1160.64
1119.37,1442.36,1160.60
1122.45,1442.22,1159.83
1119.56,1442.08,1159.97
1119.30,1442.81,1159.87
1119.77,1443.51,1160.78
1119.23,1442.56,1160.53
1119.59,1442.32,1159.79
1119.45,1442.09,1160.39
1119.64,1442.34,1160.30
1119.32,1442.06,1159.79
1119.36,1442.29,1160.08
1119.86,1442.12,1160.27
1119.67,1442.34,1160.71
1119.84,1442.62,1160.26
1119.33,1443.09,1160.24
1119.43,1442.43,1160.40
1120.07,1442.54,1160.18
1119.50,1442.98,1160.38
1119.30,1442.33,1160.25
1119.23,1442.00,1160.39
1119.60,1443.15,1160.14
1119.69,1442.52,1160.05
1119.81,1442.08,1159.71
1120.21,1441.80,1159.70
1119.57,1442.55,1160.24
1119.72,1442.00,1160.31
1119.32,1442.11,1160.18
1119.93,1441.95,1159.60
1119.25,1441.87,1160.28
1120.28,1441.74,1159.69
1120.32,1442.59,1160.19
1120.07,1442.12,1159.69
1119.85,1442.92,1160.38
1119.39,1442.94,1160.32
1119.92,1442.27,1160.13
1119.83,1442.11,1163.20
1119.81,1442.11,1159.81
1122.62,1442.78,1159.91
1119.46,1445.50,1160.23
1119.86,1442.39,1160.12
1119.22,1442.20,1160.07
1119.47,1442.16,1159.64
1119.83,1442.32,1160.41
1119.86,1442.42,1160.38
1119.23,1442.29,1160.43
1119.83,1442.30,1160.21
1119.75,1442.45,1160.19
1119.32,1441.78,1159.96
1120.36,1442.29,1160.54
1119.19,1442.26,1160.64
1119.97,1442.71,1159.98
1119.54,1442.39,1160.46
1119.39,1442.12,1159.97
1119.68,1442.38,1160.28
1119.28,1442.38,1160.60
1119.95,1442.37,1160.13
1119.10,1442.80,1160.30
1119.66,1442.17,1160.02
1119.35,1442.25,1160.07
1119.78,1442.28,1159.70
1121.94,1442.22,1160.16
1119.60,1442.28,1159.55
1119.76,1442.40,1159.99
1119.33,1442.25,1161.26
1119.75,1442.43,1160.06
1119.87,1442.50,1160.33
1119.02,1442.68,1160.46
1119.79,1442.08,1160.29
1119.63,1442.89,1160.61
1119.78,1442.93,1160.15
1119.81,1441.66,1159.90
1119.59,1442.24,1160.49
1121.38,1442.09,1159.99
1119.51,1442.42,1160.56
1120.62,1442.89,1159.95
1119.35,1442.21,1159.73
1119.41,1442.19,1160.07
1119.80,1442.63,1160.29
1119.86,1442.64,1160.35
1119.56,1442.64,1159.98
1119.45,1441.89,1160.35
1119.87,1442.47,1160.38
1119.56,1442.56,1160.27
1119.56,1442.43,1159.92
1119.94,1442.44,1159.83
1119.57,1443.87,1160.36
1119.45,1441.88,1159.69
1119.15,1442.24,1159.87
1119.50,1442.06,1160.27
1119.29,1442.75,1160.58
1120.02,1442.36,1159.79
1121.06,1442.53,1160.61
1119.54,1442.31,1159.71
1119.65,1442.32,1160.27
1120.11,1442.48,1160.43
1119.87,1442.19,1159.82
1119.40,1442.28,1160.01
1119.90,1442.20,1159.70
1119.53,1442.45,1159.84
1119.34,1443.71,1162.27
1119.12,1441.79,1159.97
1119.55,1442.99,1160.43
1119.54,1442.18,1160.31
1121.36,1442.18,1159.87
1119.97,1442.47,1160.02
1120.06,1443.05,1160.07
1119.24,1443.07,1159.69
1119.50,1444.81,1160.06
1119.87,1442.62,1159.72
1121.02,1442.31,1160.68
1119.39,1442.07,1160.05
1120.19,1442.64,1160.81
1119.48,1442.19,1160.41
1119.50,1442.92,1159.86
1119.25,1442.30,1159.91
1119.11,1442.54,1160.03
1120.04,1442.19,1159.82
1119.81,1442.05,1160.14
1119.75,1442.29,1160.17
1119.57,1442.47,1159.93
1119.30,1442.03,1160.58
1119.44,1442.21,1160.83
1119.98,1441.93,1160.14
1119.64,1442.34,1160.39
1119.39,1442.13,1159.94
1119.68,1442.47,1159.93
1119.45,1442.59,1160.17
1120.47,1442.34,1160.35
1119.20,1442.30,1160.01
1119.56,1442.03,1159.88
1119.65,1442.79,1160.65
1119.42,1442.11,1160.34
1120.03,1442.20,1160.45
1119.71,1442.14,1160.51
1119.45,1442.30,1159.91
1119.78,1442.61,1160.77
1119.45,1442.49,1159.91
1122.43,1443.74,1160.31
1119.46,1442.28,1159.83
1119.42,1442.81,1160.57
1119.58,1442.17,1160.87
1119.65,1442.39,1159.88
1119.56,1442.16,1159.89
1119.47,1442.35,1159.97
1119.78,1442.32,1160.12
1119.30,1442.31,1161.38
1119.21,1442.23,1160.75
1119.98,1442.31,1160.51
1120.11,1442.34,1161.37
1119.34,1443.66,1159.95
1119.32,1442.92,1160.55
1119.87,1442.53,1160.22
1119.81,1442.58,1160.29
1119.21,1442.39,1159.73
1119.86,1442.60,1160.26
1119.65,1441.98,1159.84
1121.98,1442.34,1160.44
1119.91,1442.33,1160.04
1119.78,1442.01,1160.23
1119.80,1442.88,1160.16
1119.50,1442.49,1160.43
1119.78,1442.81,1160.63
1119.66,1442.42,1160.13
1119.90,1442.39,1160.49
1119.63,1442.28,1159.99
1122.94,1442.32,1159.95
1119.98,1443.28,1159.63
1119.82,1442.75,1163.77
1119.80,1441.87,1159.72
1119.68,1442.60,1160.26
1119.88,1442.47,1161.47
1119.61,1442.29,1159.90
1119.91,1442.36,1160.12
1120.01,1442.27,1160.36
1119.59,1442.80,1160.11
1119.26,1442.64,1160.18
1119.84,1442.14,1159.54
1119.42,1442.20,1159.66
1119.49,1442.55,1160.97
1119.58,1442.15,1161.03
1120.71,1442.35,1160.19
1119.69,1443.61,1160.08
1119.71,1442.65,1160.32
1119.63,1442.52,1160.43
1119.51,1442.14,1159.93
1119.78,1442.86,1160.43
1120.72,1442.63,1160.59
1119.93,1442.54,1159.99
1120.06,1441.76,1159.35
1120.24,1442.27,1160.21
1119.51,1442.30,1159.93
1119.53,1442.31,1160.00
1119.86,1441.91,1160.02
1119.39,1442.29,1162.47
1119.20,1442.30,1159.86
1119.77,1442.23,1160.33
1119.86,1442.18,1159.74
1119.47,1442.69,1160.19
1119.77,1442.60,1160.80
1119.38,1441.95,1159.91
1119.70,1442.00,1159.90
1119.33,1442.21,1160.18
1119.56,1441.83,1160.41
1119.86,1442.18,1160.42
1119.51,1442.29,1160.24
1119.69,1442.12,1161.00
1119.90,1442.82,1160.49
1119.38,1441.99,1160.64
1122.47,1443.94,1159.94
1119.78,1442.58,1159.90
1119.33,1442.44,1161.27
1119.47,1442.89,1160.33
1119.47,1442.34,1160.53
1119.43,1442.67,1160.04
1119.40,1442.34,1160.20
1120.28,1442.39,1160.09
1119.69,1443.05,1160.15
1119.69,1442.52,1159.83
1119.58,1441.81,1160.09
1119.26,1442.29,1160.17
1119.38,1442.11,1160.02
1120.07,1442.54,1160.01
1119.37,1442.30,1159.62
1119.65,1442.47,1160.29
1120.03,1442.42,1161.21
1119.95,1442.08,1159.88
1119.48,1442.17,1160.52
1119.52,1442.28,1159.59
1120.29,1442.29,1159.75
1120.01,1442.47,1160.44
1119.80,1442.46,1160.32
1119.65,1442.41,1163.74
1119.71,1441.89,1159.96
1119.69,1442.55,1159.81
1119.50,1442.00,1160.45
1119.14,1442.33,1160.20
1119.49,1442.31,1159.69
1119.79,1442.02,1159.76
1119.80,1442.31,1163.12
1119.50,1442.35,1159.83
1120.08,1441.94,1160.23
1119.20,1442.54,1162.81
1119.94,1442.33,1160.49
1120.02,1442.16,1159.48
1119.63,1441.99,1159.78
1119.66,1442.16,1160.20
1119.89,1442.36,1159.98
1120.11,1442.43,1159.78
1119.69,1442.52,1159.72
1119.53,1442.58,1160.52
1119.99,1442.43,1159.97
1119.45,1442.04,1160.02
1120.02,1442.27,1160.27
1119.69,1442.27,1160.13
1119.81,1442.05,1164.07
1119.88,1442.38,1160.40
1119.92,1442.55,1163.37
1119.66,1442.62,1160.21
1119.41,1442.67,1160.19
1119.68,1442.25,1160.18
1119.68,1442.64,1164.73
1119.32,1449.75,1160.36
1119.90,1442.27,1160.11
1120.45,1442.36,1159.81
1119.65,1442.33,1160.52
1119.28,1442.80,1160.25
1119.44,1442.37,1160.76
1119.68,1442.59,1160.31
1119.90,1442.29,1160.20
1119.55,1441.90,1160.35
1119.59,1442.69,1162.08
1119.76,1442.74,1160.81
1120.05,1441.92,1160.39
1119.43,1442.48,1160.14
1119.83,1442.84,1160.17
1120.14,1441.84,1160.28
1119.61,1443.70,1160.63
1120.85,1442.82,1160.06
1119.62,1442.31,1160.83
1120.00,1442.10,1160.07
1120.14,1442.79,1162.54
1119.67,1441.97,1160.04
1120.43,1442.13,1159.83
1119.92,1441.98,1160.03
1119.44,1443.08,1160.10
1119.81,1442.21,1160.30
1119.43,1442.06,1160.15
1120.87,1442.08,1159.90
1120.18,1442.23,1159.69
1119.57,1446.42,1160.64
1119.53,1442.45,1159.79
1119.58,1442.57,1160.21
1119.48,1441.98,1159.93
1119.45,1442.49,1159.95
1119.85,1442.34,1160.07
1120.04,1442.11,1160.01
1119.57,1442.53,1160.10
1119.73,1442.81,1160.40
1120.11,1442.25,1164.73
1119.84,1442.63,1160.12
1120.34,1444.93,1160.44
1119.72,1442.29,1159.98
1119.95,1442.02,1160.15
1120.60,1442.50,1160.01
1119.81,1442.17,1159.83
1120.21,1442.71,1165.07
1119.89,1442.20,1160.07
1120.27,1442.60,1160.97
1120.41,1442.28,1160.06
1119.38,1442.30,1160.22
1119.36,1442.18,1159.98
1120.26,1442.23,1160.34
1119.73,1442.60,1159.70
1123.08,1442.41,1159.86
1119.82,1443.04,1160.62
1119.70,1442.37,1160.14
1119.79,1442.29,1159.68
1119.71,1442.37,1162.63
1119.52,1442.41,1161.72
1119.99,1442.71,1160.00
1119.65,1442.36,1160.49
1120.22,1442.46,1159.95
1122.84,1442.25,1160.38
1120.54,1442.12,1159.97
1120.36,1442.08,1160.13
1120.03,1442.46,1162.09
1119.58,1442.33,1160.30
1119.77,1442.59,1160.48
1119.72,1442.15,1160.08
1123.31,1442.50,1160.35
1119.55,1442.75,1160.47
1119.99,1442.13,1161.03
1119.54,1442.17,1164.69
1121.16,1442.63,1160.11
1119.69,1442.80,1160.38
1119.94,1442.58,1159.99
1119.92,1442.84,1160.17
1119.63,1457.04,1159.98
1119.84,1442.23,1160.58
1119.82,1441.96,1159.59
1119.18,1441.98,1160.72
1119.42,1441.85,1159.84
1120.30,1442.58,1160.28
1119.79,1442.38,1160.08
1119.61,1442.49,1160.16
1119.59,1442.32,1160.55
1119.93,1442.33,1159.93
1119.74,1442.32,1159.97
1119.78,1442.35,1159.45
1119.39,1442.57,1160.29
1119.39,1442.35,1160.15
1119.52,1442.38,1160.00
1119.71,1442.80,1159.99
1119.51,1442.51,1160.33
1119.72,1442.25,1159.81
1119.28,1442.50,1159.53
1120.16,1442.30,1160.21
1119.81,1442.44,1160.15
1119.58,1442.15,1160.57
1119.83,1442.63,1159.95
1120.20,1442.37,1160.01
1119.94,1442.36,1160.32
1119.96,1442.50,1159.72
1120.16,1442.55,1160.36
1119.65,1442.24,1159.54
1119.81,1441.75,1160.06
1119.46,1442.05,1159.82
1119.61,1442.07,1160.45
1120.63,1442.80,1160.41
1119.71,1442.37,1160.57
1119.53,1442.66,1159.99
1120.36,1442.56,1159.92
1119.54,1442.26,1160.05
1120.11,1442.23,1160.29
1119.75,1442.33,1160.72
1119.65,1442.37,1160.48
1120.11,1442.20,1159.84
1119.84,1442.69,1160.33
1122.27,1443.23,1160.32
1119.65,1442.76,1160.62
1119.99,1442.37,1160.09
1119.73,1442.56,1160.24
1119.55,1442.48,1159.82
1119.45,1442.42,1160.14
1120.09,1442.33,1159.68
1119.49,1442.39,1159.67
1119.72,1442.37,1160.06
1119.63,1442.05,1159.79
1119.88,1442.25,1161.04
1119.77,1442.20,1160.53
1120.08,1442.67,1160.79
1120.15,1442.88,1160.06
1120.22,1442.45,1160.20
1119.86,1442.62,1161.34
1119.71,1442.22,1159.94
1120.25,1442.42,1160.08
1120.05,1443.25,1160.29
1119.83,1442.39,1159.78
1120.28,1442.11,1160.02
1119.84,1442.03,1165.95
1120.00,1442.70,1160.31
1119.97,1442.18,1160.18
1119.51,1442.22,1160.12
1120.22,1442.44,1160.33
1120.08,1442.39,1160.27
1119.80,1442.05,1159.80
1120.56,1442.74,1160.58
1120.04,1442.38,1160.01
1119.67,1442.75,1160.43
1120.15,1442.92,1160.21
1120.38,1442.50,1160.38
1120.09,1443.51,1160.14
1120.13,1442.35,1160.19
1119.91,1442.76,1160.06
1120.06,1442.40,1160.13
1120.44,1442.81,1159.79
1120.26,1443.03,1160.83
1119.56,1443.16,1159.99
1122.30,1442.66,1160.48
1120.32,1443.01,1161.95
1120.12,1442.72,1160.05
1120.63,1442.57,1160.33
1119.71,1442.34,1160.88
1120.18,1442.52,1161.05
1120.21,1442.30,1160.38
1119.89,1442.78,1159.83
1120.14,1442.00,1160.40
1119.98,1442.42,1160.10
1120.06,1442.46,1160.03
1123.93,1442.52,1160.57
1119.62,1442.30,1160.06
1119.76,1442.86,1160.31
1119.97,1443.09,1160.54
1119.72,1442.39,1160.43
1119.60,1441.90,1159.83
1120.22,1442.07,1160.01
1123.62,1442.24,1159.80
1119.90,1442.79,1160.46
1119.91,1441.97,1160.08
1120.16,1442.66,1160.56
1120.01,1442.15,1160.33
1120.18,1443.32,1160.43
1119.97,1442.37,1160.42
1121.80,1442.53,1160.78
1120.26,1442.36,1160.09
1119.50,1442.26,1160.13
1120.09,1442.50,1160.27
1120.61,1442.54,1160.57
1119.79,1442.59,1160.92
1120.25,1442.59,1160.64
1120.32,1442.38,1160.30
1119.69,1442.54,1160.26
1120.03,1442.09,1160.35
1120.17,1442.38,1159.90
1120.11,1442.84,1159.91
1120.15,1442.95,1160.39
1119.91,1442.62,1160.21
1124.17,1442.79,1160.00
1119.69,1442.55,1159.62
1119.69,1443.31,1160.35
1120.36,1442.18,1160.01
1120.63,1442.62,1159.95
1119.77,1442.51,1160.71
1119.58,1444.06,1160.36
1120.21,1442.31,1160.02
1120.21,1442.72,1160.82
1119.81,1442.75,1160.40
1120.49,1442.59,1160.02
1120.53,1442.78,1160.30
1119.76,1442.75,1160.29
1120.40,1443.45,1159.94
1120.13,1442.15,1160.29
1119.98,1442.45,1160.62
1119.93,1442.74,1160.78
1119.95,1442.33,1160.59
1120.26,1449.91,1160.30
1120.04,1442.39,1161.12
1120.07,1442.19,1160.48
1120.25,1442.80,1160.51
1119.75,1442.96,1160.69
1120.36,1442.34,1160.27
1120.12,1442.29,1160.47
1120.06,1442.19,1160.24
1120.18,1442.17,1160.18
1119.86,1442.31,1160.23
1120.27,1442.46,1160.07
1120.42,1442.97,1160.82
1119.81,1442.85,1160.55
1119.86,1442.44,1160.33
1120.04,1442.84,1160.84
1120.35,1442.55,1160.01
1120.86,1442.18,1159.91
1120.04,1442.50,1159.84
1125.22,1442.37,1160.13
1120.03,1442.48,1160.45
1119.93,1442.48,1159.76
1120.72,1442.19,1160.30
1120.09,1442.61,1160.44
1120.12,1442.82,1159.93
1120.14,1442.62,1159.77
1121.37,1442.35,1160.34
1120.40,1442.63,1159.92
1120.62,1442.64,1160.60
1120.33,1442.39,1160.89
1120.43,1443.05,1160.05
1120.74,1442.56,1160.50
1120.30,1442.56,1160.47
1120.95,1442.77,1160.36
1120.11,1443.28,1160.74
1120.22,1443.15,1160.53
1120.74,1442.11,1160.45
1120.10,1442.87,1160.81
1120.13,1442.62,1160.79
1119.89,1443.22,1160.55
1120.79,1442.60,1160.22
1122.32,1443.01,1160.65
1120.25,1442.60,1160.44
1120.34,1443.58,1160.95
1119.83,1442.32,1160.68
1120.77,1442.39,1160.44
1120.17,1444.04,1160.51
1119.84,1442.79,1160.60
1121.93,1442.88,1160.75
1120.61,1442.35,1160.30
1119.99,1442.36,1160.39
1120.29,1442.26,1160.34
1120.31,1442.34,1161.12
1120.37,1442.72,1160.41
1120.18,1442.51,1160.55
1120.33,1442.83,1160.39
1119.98,1442.18,1160.20
1120.25,1442.92,1160.51
1120.07,1442.16,1160.41
1120.56,1442.72,1160.89
1122.08,1442.37,1160.24
1120.78,1442.73,1160.17
1120.52,1442.63,1160.29
1120.10,1442.81,1161.48
1119.98,1442.76,1160.45
1120.14,1442.97,1160.73
1120.34,1442.62,1160.08
1120.14,1442.62,1160.72
1124.37,1442.69,1159.97
1120.42,1442.53,1160.50
1120.51,1442.45,1160.59
1121.33,1442.58,1160.61
1120.16,1442.10,1160.20
1120.61,1442.53,1163.80
1120.06,1442.37,1159.80
1120.18,1442.82,1160.17
1120.03,1442.44,1160.95
1120.29,1442.90,1161.16
1120.67,1442.57,1160.39
1120.38,1442.10,1160.25
1120.57,1443.12,1160.40
1121.39,1442.42,1160.73
1120.05,1448.92,1162.44
1120.17,1442.64,1160.60
1120.56,1442.71,1160.71
1119.86,1442.94,1160.77
1120.67,1442.90,1159.99
1120.44,1443.47,1160.49
1120.11,1442.70,1160.24
1121.44,1442.54,1160.32
1120.22,1442.92,1160.09
1120.39,1442.45,1160.52
1120.54,1442.37,1160.72
1119.91,1442.35,1160.28
1120.44,1443.04,1160.04
1120.46,1443.40,1160.94
1120.37,1442.22,1161.05
1124.06,1443.28,1160.68
1120.42,1442.53,1162.27
1119.75,1442.67,1160.49
1120.05,1442.24,1160.89
1120.34,1442.83,1160.19
1120.13,1442.74,1161.99
1120.31,1442.43,1160.13
1119.85,1442.89,1160.81
1120.03,1442.57,1160.52
1120.10,1442.53,1160.33
1120.69,1442.67,1161.01
1120.04,1442.56,1160.34
1119.81,1442.58,1162.01
1120.16,1442.87,1160.93
1120.14,1442.39,1160.74
1120.40,1443.61,1160.51
1119.87,1443.19,1160.07
1120.10,1442.31,1160.14
1120.31,1442.69,1160.27
1119.98,1442.43,1160.24
1119.99,1442.78,1160.35
1120.07,1442.46,1160.50
1120.01,1442.58,1160.44
1119.86,1442.32,1160.71
1120.35,1442.62,1160.51
1120.20,1442.78,1160.21
1119.65,1442.10,1160.60
1119.79,1442.66,1160.81
1120.18,1442.76,1160.43
1120.34,1442.19,1160.08
1120.02,1442.65,1160.19
1120.58,1442.44,1160.32
1120.05,1442.29,1160.45
1119.55,1442.15,1160.32
1120.05,1442.39,1162.54
1120.26,1442.46,1159.92
1121.56,1442.51,1160.49
1119.99,1442.44,1160.22
1120.03,1442.71,1160.42
1120.04,1445.97,1160.36
1119.92,1442.85,1159.84
1120.68,1442.07,1160.49
